reg_no,dob,name,result,subjects
82221040929,01/01/2000,Student 929,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040930,01/01/2000,Student 930,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040931,01/01/2000,Student 931,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040932,01/01/2000,Student 932,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040933,01/01/2000,Student 933,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040934,01/01/2000,Student 934,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040935,01/01/2000,Student 935,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040936,01/01/2000,Student 936,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040937,01/01/2000,Student 937,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040938,01/01/2000,Student 938,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040939,01/01/2000,Student 939,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040940,01/01/2000,Student 940,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040941,01/01/2000,Student 941,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040942,01/01/2000,Student 942,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040943,01/01/2000,Student 943,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040944,01/01/2000,Student 944,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040945,01/01/2000,Student 945,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040946,01/01/2000,Student 946,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040947,01/01/2000,Student 947,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040948,01/01/2000,Student 948,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040949,01/01/2000,Student 949,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040950,01/01/2000,Student 950,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040951,01/01/2000,Student 951,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040952,01/01/2000,Student 952,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040953,01/01/2000,Student 953,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040954,01/01/2000,Student 954,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040955,01/01/2000,Student 955,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040956,01/01/2000,Student 956,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040957,01/01/2000,Student 957,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040958,01/01/2000,Student 958,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040959,01/01/2000,Student 959,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040960,01/01/2000,Student 960,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040961,01/01/2000,Student 961,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040962,01/01/2000,Student 962,PASS,"{""CS101"":""U"",""CS102"":""U""}"
82221040963,01/01/2000,Student 963,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040964,01/01/2000,Student 964,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040965,01/01/2000,Student 965,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040966,01/01/2000,Student 966,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040967,01/01/2000,Student 967,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040968,01/01/2000,Student 968,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040969,01/01/2000,Student 969,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040970,01/01/2000,Student 970,FAIL,"{""CS101"":""A"",""CS102"":""U""}"
82221040971,01/01/2000,Student 971,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040972,01/01/2000,Student 972,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040973,01/01/2000,Student 973,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040974,01/01/2000,Student 974,PASS,"{""CS101"":""U"",""CS102"":""U""}"
82221040975,01/01/2000,Student 975,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040976,01/01/2000,Student 976,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040977,01/01/2000,Student 977,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040978,01/01/2000,Student 978,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040979,01/01/2000,Student 979,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040980,01/01/2000,Student 980,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040981,01/01/2000,Student 981,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040982,01/01/2000,Student 982,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040983,01/01/2000,Student 983,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040984,01/01/2000,Student 984,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040985,01/01/2000,Student 985,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040986,01/01/2000,Student 986,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040987,01/01/2000,Student 987,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040988,01/01/2000,Student 988,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040989,01/01/2000,Student 989,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040990,01/01/2000,Student 990,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040991,01/01/2000,Student 991,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040992,01/01/2000,Student 992,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040993,01/01/2000,Student 993,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040994,01/01/2000,Student 994,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040995,01/01/2000,Student 995,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040996,01/01/2000,Student 996,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040997,01/01/2000,Student 997,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040998,01/01/2000,Student 998,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040999,01/01/2000,Student 999,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221041000,01/01/2000,Student 1000,PASS,"{""CS101"":""A"",""CS102"":""U""}"
